us,red,ir,ratio,adcAvg,ratioSlope,AI
1126982093,132,214,0.6168,1062,0.0015,45
1127035547,140,283,0.4947,1201,0.0016,50
1127089579,141,275,0.5127,1199,0.0015,50
1127144342,139,269,0.5167,1180,0.0012,50
1127199545,138,285,0.4842,1192,0.0015,55
1127253649,139,281,0.4947,1204,0.0016,60
1127309579,137,262,0.5229,1184,0.0014,55
1127363544,139,280,0.4964,1187,0.0014,55
1127417547,141,287,0.4913,1201,0.0015,55
1127471547,141,281,0.5018,1206,0.0015,55
1127527191,141,267,0.5281,1185,0.0015,55
1127583381,138,289,0.4775,1198,0.0015,60
1127638544,140,283,0.4947,1206,0.0014,60
1127692547,137,271,0.5055,1187,0.0015,60
1127747547,140,277,0.5054,1180,0.0015,60
1127802545,144,289,0.4983,1202,0.0015,55
1127857544,142,272,0.5221,1191,0.0017,60
1127913579,135,268,0.5037,1181,0.0019,55
1128021628,143,282,0.5071,1205,-0.0041,55
1128075547,140,267,0.5243,1187,-0.0054,55
1128129553,139,274,0.5073,1182,-0.0056,55
1128184163,141,206,0.6845,1054,-0.0078,50
1128239579,142,277,0.5126,1202,-0.0077,50
1128294659,143,272,0.5257,1183,-0.0082,50
1128348547,139,285,0.4877,1192,-0.0081,50
1128402579,140,286,0.4895,1207,-0.0079,55
1128456545,59,277,0.213,1201,-0.0064,55
1128512547,139,272,0.511,1181,-0.0065,50
1128566579,140,287,0.4878,1196,-0.0064,50
1128620544,141,287,0.4913,1205,-0.0064,50
1128674546,14,143,0.0979,1190,-0.0067,50
1128728579,140,273,0.5128,1182,-0.0066,45
1128782544,140,284,0.493,1191,-0.0067,50
1128838545,143,283,0.5053,1204,-0.0067,50
1128893579,141,271,0.5203,1184,-0.0065,55
1129001547,141,290,0.4862,1208,-0.0113,55
1129055579,142,281,0.5053,1204,-0.0054,60
1129112347,143,263,0.5437,1173,-0.0049,55
1129166547,142,289,0.4913,1198,-0.0054,55
1129220547,140,285,0.4912,1209,-0.0052,55
1129274548,144,274,0.5255,1195,-0.0031,55
1129328544,137,268,0.5112,1166,-0.0031,55
1129382547,142,283,0.5018,1196,-0.0029,50
1129438548,138,286,0.4825,1206,-0.0029,50
1129492545,140,269,0.5204,1186,-0.0031,50
1129546545,140,277,0.5054,1182,-0.0046,50
1129601390,142,290,0.4897,1202,-0.0045,45
1129655548,142,279,0.509,1204,-0.0046,45
1129710554,142,272,0.5221,1185,-0.0046,50
1129766546,140,285,0.4912,1196,-0.0043,50
1129821546,141,284,0.4965,1209,-0.0043,50
1129875546,141,269,0.5242,1189,-0.0042,50
1129929546,141,277,0.509,1179,-0.0042,50
1129984546,145,295,0.4915,1204,-0.0044,45
1130041546,144,276,0.5217,1192,0.0002,45
1130096546,141,278,0.5072,1185,0.0004,40
1130150546,141,291,0.4845,1203,0.0002,40
1130204548,143,292,0.4897,1208,-0.0005,45
1130258549,141,273,0.5165,1191,-0.0001,45
1130313321,142,279,0.509,1184,-0.0004,45
1130369557,141,285,0.4947,1205,0,45
1130424553,144,273,0.5275,1193,-0.0002,45
1130478545,142,277,0.5126,1184,-0.0003,45
1130532545,141,287,0.4913,1195,-0.0003,45
1130587545,142,283,0.5018,1208,-0.0002,50
1130643549,142,267,0.5318,1180,-0.0004,50
1130698548,140,284,0.493,1192,-0.0004,50
1130752589,144,290,0.4966,1207,-0.0003,50
1130807540,143,275,0.52,1195,-0.0003,50
1130861540,137,277,0.4946,1187,-0.0003,50
1130915540,140,288,0.4861,1196,-0.0004,45
1130971540,141,285,0.4947,1209,-0.0005,50
1131026314,142,272,0.5221,1187,-0.0004,50
1131080553,142,281,0.5053,1185,-0.0003,50
1131134548,143,288,0.4965,1201,-0.0005,50
1131189546,141,276,0.5109,1199,-0.0005,50
1131245546,140,272,0.5147,1182,-0.0001,50
1131299555,141,289,0.4879,1195,-0.0002,50
1131353547,141,282,0.5,1205,-0.0004,50
1131407545,142,269,0.5279,1193,-0.0007,50
1131461545,141,272,0.5184,1178,-0.001,50
1131515545,141,287,0.4913,1195,-0.0006,50
1131571647,144,285,0.5053,1204,-0.0005,50
1131625547,142,281,0.5053,1191,-0.0006,50
1131679547,139,280,0.4964,1186,-0.0006,50
1131733547,143,292,0.4897,1204,-0.0003,50
1131787549,142,286,0.4965,1210,-0.0004,50
1131844072,144,208,0.6923,1059,-0.0008,45
1131897553,142,285,0.4982,1189,-0.0008,45
1131952553,142,291,0.488,1206,-0.0008,45
1132006545,145,278,0.5216,1199,-0.0007,45
1132060545,139,272,0.511,1183,-0.0006,45
1132115545,139,284,0.4894,1192,-0.0008,45
1132171548,144,286,0.5035,1205,-0.0008,45
1132226548,138,264,0.5227,1185,-0.0006,45
1132280548,141,277,0.509,1179,-0.0006,45
1132335548,146,291,0.5017,1205,-0.0008,40
1132389606,143,273,0.5238,1191,-0.0003,40
1132445347,141,270,0.5222,1182,0,40
1132499545,140,289,0.4844,1199,0.0006,45
1132554205,143,284,0.5035,1208,0.0008,45
1132608553,141,272,0.5184,1190,0.0005,45
1132662550,142,278,0.5108,1184,0.0004,40
1132716556,142,291,0.488,1202,0.0006,45
1132772548,146,284,0.5141,1205,0.0005,45
1132827548,142,272,0.5221,1185,0.0003,45
1132881548,140,283,0.4947,1190,0.0003,45
1132935548,144,287,0.5017,1204,0.0007,45
1132990548,143,274,0.5219,1195,0.0007,50
1133046350,140,270,0.5185,1182,0.0007,50
1133101548,142,285,0.4982,1194,0.0007,50
1133155548,143,278,0.5144,1202,0.0007,50
1133209548,144,270,0.5333,1183,0.0009,50
1133263556,142,279,0.509,1183,0.001,50
1133318345,141,289,0.4879,1203,0.0007,50
1133374557,144,273,0.5275,1194,0.0009,50
1133429557,140,276,0.5072,1184,0.0009,50
1133483548,142,290,0.4897,1201,0.0005,50
1133537549,143,283,0.5053,1208,0.0002,50
1133592548,143,270,0.5296,1187,-0.0004,45
1133648349,141,284,0.4965,1193,-0.0003,45
1133703547,144,287,0.5017,1206,-0.0001,50
1133757547,144,277,0.5199,1193,-0.0002,50
1133812545,140,273,0.5128,1181,-0.0004,50
1133866545,141,283,0.4982,1197,-0.0003,45
1133920545,143,281,0.5089,1201,-0.0002,45
1133976545,138,265,0.5208,1186,-0.0003,45
1134031216,140,282,0.4965,1188,-0.0003,45
1134085553,143,286,0.5,1204,-0.0003,50
1134139550,142,278,0.5108,1201,-0.0003,50
1134194556,140,271,0.5166,1184,-0.0003,50
1134250350,140,289,0.4844,1200,-0.0004,50
1134305548,145,283,0.5124,1205,-0.0005,50
1134359596,143,274,0.5219,1188,-0.0004,55
1134414545,140,282,0.4965,1190,-0.0003,55
1134468545,143,288,0.4965,1205,-0.0006,60
1134522545,142,277,0.5126,1201,-0.0006,60
1134579545,138,270,0.5111,1181,-0.0003,55
1134633548,141,287,0.4913,1197,-0.0005,55
1134687548,142,288,0.4931,1204,0,60
1134741548,143,266,0.5376,1184,-0.0005,55
1134795540,142,276,0.5145,1181,-0.0007,55
1134849976,139,214,0.6495,1051,-0.0019,55
1134906553,144,275,0.5236,1197,-0.002,55
1134960545,139,272,0.511,1184,-0.0021,50
1135014545,142,283,0.5018,1189,-0.0021,50
1135069545,140,288,0.4861,1206,-0.0019,50
1135123389,144,276,0.5217,1198,-0.002,45
1135180548,142,278,0.5108,1188,-0.002,45
1135234548,143,292,0.4897,1205,-0.002,40
1135289548,146,282,0.5177,1203,-0.002,40
1135343548,142,275,0.5164,1187,-0.0019,35
1135397545,141,278,0.5072,1187,-0.0019,35
1135451545,142,287,0.4948,1203,-0.0021,35
1135508244,143,265,0.5396,1188,-0.0017,30
1135562553,142,274,0.5182,1176,-0.0015,25
1135616553,142,287,0.4948,1197,-0.0017,30
1135671549,140,280,0.5,1203,-0.0019,30
1135725549,141,270,0.5222,1187,-0.0014,35
1135781548,126,281,0.4484,1190,-0.0008,35
1135835549,142,285,0.4982,1204,-0.0003,40
1135889545,139,276,0.5036,1200,-0.0002,40
1135943545,141,272,0.5184,1185,0.0011,45
1135997545,142,282,0.5035,1189,0.0013,45
1136051545,143,287,0.4983,1205,0.0014,45
1136107545,15,146,0.1027,1196,0.0035,45
1136161549,143,278,0.5144,1186,0.0034,45
1136215549,144,292,0.4932,1198,0.0034,45
1136269549,143,286,0.5,1206,0.0034,45
1136323665,144,272,0.5294,1195,0.0035,45
1136380356,143,275,0.52,1179,0.0035,45
1136434553,142,286,0.4965,1202,0.0034,50
1136488545,141,279,0.5054,1204,0.0034,50
1136542545,142,272,0.5221,1187,0.0036,55
1136597545,141,281,0.5018,1188,0.0033,55
1136651548,143,287,0.4983,1203,0.0031,50
1136707548,139,273,0.5092,1194,0.0032,50
1136761548,142,276,0.5145,1183,0.0034,55
1136815548,143,288,0.4965,1196,0.003,50
1136869548,145,286,0.507,1208,0.0022,45
1136923545,144,276,0.5217,1199,0.0019,45
1136977545,143,276,0.5181,1186,0.0017,45
1137033545,147,299,0.4916,1203,0.002,45
1137088276,146,284,0.5141,1207,0.0019,45
1137142550,144,270,0.5333,1186,0.0017,50
1137197556,142,278,0.5108,1181,-0.0005,50
1137251548,142,286,0.4965,1203,-0.0004,45
1137308548,144,271,0.5314,1188,-0.0005,45
1137362548,141,277,0.509,1182,-0.0005,45
1137416545,138,288,0.4792,1197,-0.0005,45
1137471545,144,281,0.5125,1204,-0.0006,45
1137525545,140,270,0.5185,1187,-0.0005,45
1137579545,142,277,0.5126,1183,-0.0004,45
1137635549,143,287,0.4983,1206,-0.0006,45
1137689548,145,278,0.5216,1201,-0.0004,45
1137743549,143,277,0.5162,1186,-0.0003,40
1137797548,141,283,0.4982,1189,-0.0004,40
1137852291,144,291,0.4948,1208,-0.0006,40
1137908553,145,275,0.5273,1192,-0.0002,40
1137963545,142,277,0.5126,1185,-0.0003,40
1138017545,142,287,0.4948,1197,0.0001,40
1138072545,143,277,0.5162,1202,0.0001,40
1138126548,140,271,0.5166,1184,-0.0001,40
1138180548,141,279,0.5054,1184,-0.0001,40
1138236548,143,281,0.5089,1205,0.0001,45
1138290540,143,271,0.5277,1193,0,45
1138345540,136,273,0.4982,1182,0,45
1138399545,143,288,0.4965,1197,0.0001,45
1138453545,140,284,0.493,1206,0.0001,40
1138509545,148,268,0.5522,1188,0.0001,40
1138564308,142,282,0.5035,1189,0.0001,40
1138618553,144,289,0.4983,1207,0,40
1138672553,145,282,0.5142,1204,0.0001,40
1138727545,145,274,0.5292,1186,0.0003,40
1138781545,141,283,0.4982,1193,0.0001,45
1138838545,144,285,0.5053,1202,0,45
1138892545,142,271,0.524,1187,0.0003,50
1138947545,140,280,0.5,1186,0.0003,50
1139001545,143,286,0.5,1202,-0.0001,50
1139055545,143,277,0.5162,1203,-0.0001,50
1139112545,143,269,0.5316,1181,-0.0006,50
1139166545,138,287,0.4808,1197,-0.0002,50
1139220545,144,282,0.5106,1205,-0.0001,50
1139274545,143,270,0.5296,1191,-0.0003,50
1139329506,142,275,0.5164,1183,-0.0004,50
1139383553,143,288,0.4965,1199,-0.0002,50
1139439553,145,280,0.5179,1201,-0.0003,50
1139493545,142,274,0.5182,1185,-0.0003,55
1139547545,142,284,0.5,1189,-0.0003,55
1139601545,143,282,0.5071,1205,-0.0004,55
1139655545,145,278,0.5216,1200,-0.0003,60
1139711347,142,272,0.5221,1187,-0.0003,60
1139765545,141,290,0.4862,1196,-0.0004,60
1139819545,144,287,0.5017,1206,-0.0006,60
1139874545,144,272,0.5294,1192,-0.0003,60
1139928545,142,276,0.5145,1183,-0.0002,60
1139982756,141,277,0.509,1175,-0.0004,55
1140038545,146,278,0.5252,1204,-0.0001,55
1140093307,144,271,0.5314,1185,0.0004,60
1140147547,142,281,0.5053,1187,0.0005,60
1140202553,143,286,0.5,1204,0.0009,55
1140256553,144,276,0.5217,1199,0.0005,55
1140312347,144,278,0.518,1184,0.0004,55
1140366545,76,289,0.263,1199,0.0026,55
1140420545,143,290,0.4931,1207,0.0028,60
1140475545,144,268,0.5373,1184,0.0025,55
1140529545,143,279,0.5125,1185,0.0026,55
1140583545,145,289,0.5017,1200,0.0026,50
1140640545,145,276,0.5254,1194,0.0026,50
1140694545,145,274,0.5292,1182,0.0026,50
1140748545,142,284,0.5,1191,0.0025,50
1140802545,141,283,0.4982,1205,0.0025,45
1140857414,145,272,0.5331,1192,0.0027,45
1140913248,144,275,0.5236,1182,0.0028,45
1140968545,142,286,0.4965,1202,0.0026,45
1141023545,144,273,0.5275,1196,0.0027,45
1141078545,142,273,0.5201,1182,0.0028,45
1141132545,144,284,0.507,1195,0.0026,40
1141186545,144,284,0.507,1207,0.0023,40
1141242545,140,278,0.5036,1188,0.0023,40
1141296545,144,278,0.518,1181,0.002,45
1141351545,146,293,0.4983,1206,0.0023,45
1141405545,145,281,0.516,1206,0.0023,45
1141459597,145,276,0.5254,1189,0.0002,45
1141513545,146,281,0.5196,1186,0,45
1141570390,141,283,0.4982,1205,0.0002,45
1141624586,141,265,0.5321,1189,0.0001,45
1141678579,142,276,0.5145,1181,0.0001,45
1141732578,142,287,0.4948,1195,0.0001,40
1141788539,135,273,0.4945,1203,0.0001,40
1141844579,142,270,0.5259,1181,0.0001,40
1141898574,153,295,0.5186,1193,0.0002,40
1141954547,142,279,0.509,1205,0.0001,40
1142008555,143,267,0.5356,1181,0.0002,40
1142062580,144,278,0.518,1182,0.0003,40
1142116579,143,287,0.4983,1195,0.0001,40
1142172547,146,280,0.5214,1202,0.0001,40
1142227580,141,275,0.5127,1185,0.0001,35
1142281554,143,287,0.4983,1194,0,35
1142336540,143,289,0.4948,1209,0.0001,35
1142391545,144,273,0.5275,1193,0,35
1142447580,143,282,0.5071,1191,-0.0001,35
1142501579,144,287,0.5017,1204,0.0001,30
1142558539,146,268,0.5448,1188,-0.0001,30
1142612545,142,277,0.5126,1182,0,30
1142667545,145,293,0.4949,1203,0,30
1142721547,143,279,0.5125,1204,0,35
1142777546,145,270,0.537,1182,0,35
1142831540,141,282,0.5,1187,0,35
1142885542,145,287,0.5052,1206,0,40
1142939580,142,274,0.5182,1199,0,45
1142993579,135,274,0.4927,1185,-0.0001,45
1143049554,139,290,0.4793,1202,-0.0003,40
1143103580,145,286,0.507,1210,-0.0005,45
1143157580,143,275,0.52,1195,-0.0004,45
1143212545,146,276,0.529,1186,-0.0001,45
1143266580,144,292,0.4932,1202,-0.0005,50
1143320574,146,285,0.5123,1207,-0.0005,50
1143377546,142,267,0.5318,1183,0,55
1143431539,143,284,0.5035,1191,-0.0001,55
1143485540,146,290,0.5034,1205,0.0002,55
1143540338,144,272,0.5294,1193,-0.0001,55
1143594539,144,274,0.5255,1182,-0.0003,55
1143650579,139,287,0.4843,1196,0.0002,55
1143704545,142,287,0.4948,1206,0.0003,60
1143758580,143,271,0.5277,1189,0.0002,55
1143812579,144,279,0.5161,1183,0.0001,55
1143866546,140,289,0.4844,1202,0.0003,55
1143920580,145,284,0.5106,1209,0.0002,50
1143976579,138,267,0.5169,1188,0.0003,55
1144030580,143,284,0.5035,1191,0.0002,50
1144084573,146,291,0.5017,1207,0.0003,50
1144138577,146,282,0.5177,1205,0.0005,50
1144192545,146,273,0.5348,1186,0.0006,50
1144246580,143,281,0.5089,1185,0.0006,50
1144302578,143,285,0.5018,1205,0.0003,45
1144357547,145,272,0.5331,1191,0.0007,45
1144411580,143,272,0.5257,1183,0.0009,45
1144465579,144,288,0.5,1194,0.0005,40
1144520545,144,286,0.5035,1205,0.0005,40
1144576588,144,266,0.5414,1184,0,40
1144630585,142,281,0.5053,1187,0.0002,45
1144684545,142,283,0.5018,1203,0.0005,40
1144739539,146,276,0.529,1200,0.0001,40
1144793580,142,275,0.5164,1185,0,40
1144847545,141,284,0.4965,1192,0.0001,40
1144903545,146,285,0.5123,1209,0.0001,40
1144958553,145,273,0.5311,1190,0,40
1145012553,142,279,0.509,1187,0,40
1145067553,142,292,0.4863,1205,0,40
1145121553,145,280,0.5179,1203,0,40
1145177541,143,270,0.5296,1183,0.0002,40
1145231547,144,283,0.5088,1192,0.0001,40
1145285548,145,282,0.5142,1199,0,40
1145340548,144,271,0.5314,1192,0.0002,45
1145394616,145,273,0.5311,1173,0.0004,45
1145448546,143,287,0.4983,1194,0,45
1145504546,143,280,0.5107,1203,-0.0001,45
1145558546,144,272,0.5294,1187,0.0003,50
1145612546,142,279,0.509,1184,0.0002,50
1145666549,144,288,0.5,1201,0.0007,50
1145720693,140,281,0.4982,1207,0.0008,50
1145777554,144,272,0.5294,1185,0.0005,45
1145832545,142,290,0.4897,1201,0.0009,50
1145886545,133,273,0.4872,1200,0.0011,50
1145941545,143,260,0.55,1186,0.0008,45
1145995545,144,279,0.5161,1183,0.0008,45
1146049545,145,286,0.507,1199,0.0008,45
1146105545,146,275,0.5309,1194,0.0008,45
1146159593,143,274,0.5219,1184,0.0008,40
1146214545,146,284,0.5141,1192,0.0008,40
1146268545,146,286,0.5105,1205,0.0007,35
1146322545,142,274,0.5182,1199,0.0008,35
1146378545,143,272,0.5257,1182,0.0009,40
1146433266,143,290,0.4931,1202,0.0006,40
1146487553,144,280,0.5143,1206,0.0004,40
1146541553,144,270,0.5333,1188,0.0008,40
1146596545,145,281,0.516,1187,0.0009,40
1146650545,144,287,0.5017,1205,0.0005,35
1146707545,147,273,0.5385,1192,0,35
1146761545,148,281,0.5267,1183,-0.0003,35
1146816545,145,290,0.5,1201,-0.0003,35
1146870545,145,279,0.5197,1204,-0.0002,35
1146924545,144,267,0.5393,1180,-0.0006,40
1146981545,142,282,0.5035,1193,-0.0007,40
1147035545,143,284,0.5035,1204,-0.0005,40
1147089545,144,271,0.5314,1194,-0.0006,40
1147143545,139,272,0.511,1181,-0.0006,40
1147198264,144,283,0.5088,1192,-0.0006,40
1147252553,142,283,0.5018,1205,-0.0006,40
1147308779,143,269,0.5316,1185,-0.0005,40
1147362545,145,279,0.5197,1184,-0.0005,35
1147416545,145,289,0.5017,1202,-0.0006,35
1147471545,146,279,0.5233,1203,-0.0006,35
1147525545,145,273,0.5311,1186,-0.0003,35
1147582545,139,289,0.481,1200,-0.0006,35
1147636545,147,286,0.514,1210,-0.0008,40
1147691545,143,265,0.5396,1188,-0.0005,40
1147745545,143,274,0.5219,1176,-0.0002,40
1147799545,143,288,0.4965,1199,0.0004,45
1147853619,146,280,0.5214,1204,0.0004,45
1147910377,142,264,0.5379,1180,0,45
1147964553,143,282,0.5071,1190,0.0001,45
1148018553,146,283,0.5159,1203,0.0003,45
1148073545,145,269,0.539,1190,0.0001,50
1148127545,143,274,0.5219,1180,0,50
1148184545,138,291,0.4742,1203,0.0002,50
1148238545,145,277,0.5235,1200,0.0002,50
1148293548,145,272,0.5331,1182,0.0001,55
1148347548,142,284,0.5,1192,0.0001,55
1148401548,146,287,0.5087,1206,0.0001,60
1148456548,145,273,0.5311,1194,0.0001,60
1148512548,145,272,0.5331,1184,0.0003,60
1148566548,144,285,0.5053,1196,0.0002,60
1148620548,145,283,0.5124,1208,0,60
1148675442,142,268,0.5299,1184,0.0005,60
1148729556,143,279,0.5125,1183,0.0005,60
1148786364,146,288,0.5069,1204,0.0001,60
1148840548,146,269,0.5428,1188,0.0004,60
1148895548,138,271,0.5092,1180,0.0002,60
1148949548,145,288,0.5035,1198,0.0004,55
1149003548,144,279,0.5161,1203,0.0007,55
1149058548,143,266,0.5376,1185,0.0004,55
1149114548,143,283,0.5053,1192,0.0005,55
1149169548,145,283,0.5124,1204,0.0006,60
1149223548,145,266,0.5451,1190,0.0005,60
1149277545,146,276,0.529,1185,0.0003,55
1149331545,145,287,0.5052,1195,0.0003,55
1149385545,145,280,0.5179,1198,0.0004,55
1149442553,146,273,0.5348,1186,0.0004,55
1149497553,142,284,0.5,1192,0.0004,55
1149551545,144,283,0.5088,1203,0.0003,55
1149605545,143,273,0.5238,1197,0.0002,55
1149660545,144,274,0.5255,1181,0.0004,55
1149716545,137,286,0.479,1197,0.0001,55
1149771545,145,277,0.5235,1198,0,55
1149825545,142,268,0.5299,1182,0.0002,60
1149880545,143,279,0.5125,1185,0.0003,60
1149934545,145,283,0.5124,1198,-0.0001,55
1149989545,144,272,0.5294,1189,-0.0004,55
1150045545,142,273,0.5201,1177,-0.0006,50
1150100313,144,284,0.507,1190,-0.0005,50
1150154248,144,279,0.5161,1199,-0.0003,50
1150208553,147,273,0.5385,1182,-0.0006,50
1150262553,146,281,0.5196,1182,-0.0006,50
1150318545,144,292,0.4932,1204,-0.0004,50
1150373545,148,275,0.5382,1191,-0.0004,50
1150427545,146,278,0.5252,1180,-0.0005,45
1150481545,145,287,0.5052,1191,-0.0004,45
1150536545,146,282,0.5177,1200,-0.0005,45
1150590545,145,267,0.5431,1184,-0.0004,45
1150647546,145,283,0.5124,1188,-0.0003,45
1150701546,147,285,0.5158,1203,-0.0004,45
1150755546,151,282,0.5355,1197,-0.0003,45
1150809546,147,277,0.5307,1182,0.0001,40
1150864268,144,281,0.5125,1185,0,40
1150920553,145,278,0.5216,1189,-0.0001,40
1150975553,145,265,0.5472,1171,0.0003,45
1151029545,151,285,0.5298,1179,0.0006,45
1151083545,156,293,0.5324,1199,0.0006,45
1151138546,152,276,0.5507,1191,0.0002,50
1151192546,146,270,0.5407,1174,-0.0002,45
1151249546,142,285,0.4982,1190,0,45
1151303546,144,275,0.5236,1193,0.0001,45
1151358546,139,257,0.5409,1172,-0.0001,50
1151412545,142,267,0.5318,1171,-0.0003,50
1151466545,144,279,0.5161,1190,-0.0002,50
1151522545,146,267,0.5468,1185,-0.0002,50
1151577212,145,264,0.5492,1171,-0.0003,50
1151631553,145,279,0.5197,1185,-0.0003,50
1151685553,147,281,0.5231,1198,-0.0003,50
1151739553,149,268,0.556,1183,-0.0001,50
1151793553,149,272,0.5478,1179,0,45
1151850545,148,291,0.5086,1202,-0.0002,50
1151905545,153,279,0.5484,1199,0,50
1151960545,145,272,0.5331,1172,0.0002,45
1152014545,153,293,0.5222,1178,0.0002,45
1152068545,159,299,0.5318,1207,0,45
1152125546,158,280,0.5643,1199,0.0005,50
1152179546,157,295,0.5322,1201,0.0005,50
1152233546,158,298,0.5302,1216,0.0008,50
1152287546,150,284,0.5282,1208,0.0009,45
1152342226,145,272,0.5331,1173,0.0006,45
1152396548,155,282,0.5496,1185,0.0003,45
1152453540,152,287,0.5296,1200,0.0004,50
1152507545,153,275,0.5564,1191,0.0003,50
1152562545,155,282,0.5496,1182,0.0002,45
1152616545,153,293,0.5222,1205,0.0002,45
1152670546,151,286,0.528,1207,0.0002,45
1152727546,153,272,0.5625,1185,0.0003,45
1152781546,151,293,0.5154,1198,0.0002,45
1152836546,154,289,0.5329,1209,0.0002,50
1152890545,154,277,0.556,1194,0.0002,50
1152944545,153,282,0.5426,1186,0.0004,50
1152998545,156,295,0.5288,1199,0.0003,50
1153054583,153,286,0.535,1205,0.0003,50
1153108553,152,277,0.5487,1188,0.0006,50
1153162548,153,283,0.5406,1185,0.0007,50
1153217546,153,291,0.5258,1204,0.0002,45
1153271546,154,281,0.548,1203,-0.0001,45
1153328347,154,274,0.562,1183,-0.0005,50
1153382545,155,291,0.5326,1198,-0.0005,50
1153437545,154,285,0.5404,1205,-0.0006,50
1153491545,151,273,0.5531,1185,-0.0006,50
1153545545,154,282,0.5461,1182,-0.0007,50
1153600545,152,292,0.5205,1200,-0.0006,50
1153656545,155,276,0.5616,1192,-0.0006,50
1153710545,154,276,0.558,1181,-0.0007,45
1153764545,152,288,0.5278,1191,-0.0007,45
1153819317,153,288,0.5312,1205,-0.0007,45
1153874553,153,270,0.5667,1187,-0.0006,45
1153931355,152,285,0.5333,1193,-0.0006,45
1153985545,154,286,0.5385,1204,-0.0007,50
1154040545,154,271,0.5683,1189,-0.0005,50
1154094545,153,275,0.5564,1175,-0.0003,45
1154148545,151,288,0.5243,1193,-0.0004,45
1154202574,155,284,0.5458,1201,-0.0004,45
1154258545,150,264,0.5682,1182,-0.0001,50
1154313545,152,280,0.5429,1184,0.0002,50
1154367545,153,285,0.5368,1199,0.0003,50
1154421545,152,279,0.5448,1199,0.0006,50
1154475545,153,271,0.5646,1183,0.0002,50
1154529545,154,280,0.55,1182,0.0001,50
1154586553,154,282,0.5461,1203,0.0002,50
1154641547,153,269,0.5688,1186,0,50
1154695545,153,278,0.5504,1181,-0.0001,50
1154749545,154,292,0.5274,1198,0,50
1154804545,154,282,0.5461,1202,0,50
1154860545,152,269,0.5651,1182,0,50
1154915545,154,286,0.5385,1190,0,50
1154969545,154,284,0.5423,1204,-0.0001,50
1155025545,147,267,0.5506,1185,0,50
1155079545,153,281,0.5445,1182,0,50
1155133546,152,287,0.5296,1197,-0.0002,50
1155189546,154,275,0.56,1194,-0.0002,50
1155244321,148,274,0.5401,1179,0,50
1155298581,153,287,0.5331,1191,-0.0002,45
1155352554,152,283,0.5371,1200,-0.0006,50
1155407539,157,272,0.5772,1187,-0.0001,50
1155463540,152,281,0.5409,1185,-0.0002,50
1155518545,153,286,0.535,1200,0,45
1155572545,153,273,0.5604,1195,0,45
1155627545,153,270,0.5667,1175,-0.0001,50
1155681545,152,284,0.5352,1190,-0.0001,50
1155735545,153,281,0.5445,1196,0.0001,55
1155791545,20,139,0.1439,1186,0.0022,55
1155845545,151,279,0.5412,1182,0.0022,55
1155899545,154,287,0.5366,1196,0.0022,50
1155953545,152,282,0.539,1202,0.0022,50
1156008353,153,271,0.5646,1185,0.0023,50
1156064553,150,281,0.5338,1188,0.0022,50
1156119553,153,283,0.5406,1201,0.0022,55
1156173545,154,271,0.5683,1189,0.0023,55
1156227545,154,274,0.562,1179,0.0025,50
1156281545,153,285,0.5368,1191,0.0024,55
1156335545,154,284,0.5423,1201,0.0024,55
1156392545,152,266,0.5714,1182,0.0028,55
1156446545,152,276,0.5507,1176,0.003,55
1156500545,154,286,0.5385,1198,0.0024,50
1156555837,155,270,0.5741,1183,0.002,50
1156609545,152,273,0.5568,1182,0.0017,50
1156665545,149,284,0.5246,1193,0.0021,45
1156719545,153,281,0.5445,1201,0.0023,45
1156774553,150,270,0.5556,1185,0.0021,45
1156828553,151,275,0.5491,1178,0.0021,45
1156883553,149,285,0.5228,1196,0.0001,45
1156937545,153,278,0.5504,1199,0.0001,45
1156994545,150,269,0.5576,1177,0,45
1157048545,152,283,0.5371,1190,0,45
1157102545,165,280,0.5893,1199,0,45
1157156540,154,270,0.5704,1190,0.0001,40
1157210579,151,271,0.5572,1176,0.0002,40
1157267667,151,285,0.5298,1193,0,40
1157321540,153,277,0.5523,1197,-0.0001,40
1157375540,154,267,0.5768,1179,0.0002,40
1157429579,153,278,0.5504,1180,0.0003,40
1157483770,153,287,0.5331,1199,-0.0001,40
1157537539,154,280,0.55,1201,-0.0001,40
1157593579,151,269,0.5613,1180,0.0002,45
1157647578,152,281,0.5409,1186,0.0007,50
1157702544,151,284,0.5317,1202,0.001,45
1157756552,154,273,0.5641,1191,0.0006,45
1157811544,154,273,0.5641,1179,0.0004,45
1157867538,149,288,0.5174,1198,0.0007,50
1157921578,154,278,0.554,1198,0.0007,50
1157976544,152,268,0.5672,1180,0.0004,50
1158030538,153,278,0.5504,1184,0.0004,50
1158084538,154,284,0.5423,1198,0.0005,45
1158138578,156,287,0.5436,1197,0.0004,50
1158194572,156,267,0.5843,1171,0.0004,50
1158248576,153,283,0.5406,1190,0.0004,55
1158302544,152,282,0.539,1200,0.0003,50
1158356538,155,273,0.5678,1192,0.0005,50
1158410538,151,273,0.5531,1179,0.0005,50
1158467346,153,290,0.5276,1199,0.0001,50
1158521538,154,278,0.554,1200,0.0001,50
1158575578,153,270,0.5667,1183,0.0005,50
1158629544,88,276,0.3188,1180,-0.0024,50
1158683538,155,288,0.5382,1197,-0.0028,50
1158737578,156,282,0.5532,1201,-0.0029,50
1158793544,153,267,0.573,1178,-0.0035,50
